,Unnamed: 0,Title,Date,Category,Link
2596,2596,Former Louisiana Health Clinic CEO Sentenced To 82 Months In Federal Prison For Medicaid Fraud Scheme,2023-01-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-louisiana-health-clinic-ceo-sentenced-to-82-months-in-federal-prison-for-medicaid-fraud-scheme/
2597,2597,Man Pleads Guilty To Committing Multi-Million-Dollar Fraud Against Medicare By Selling Bogus Orders For Medical Equipment,2023-01-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-pleads-guilty-to-committing-multi-million-dollar-fraud-against-medicare-by-selling-bogus-orders-for-medical-equipment/
2598,2598,Former Certified Nurse Practitioner Sentenced To 2 Years In Prison For Drug Diversion And Health Care Fraud,2023-01-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-certified-nurse-practitioner-sentenced-to-2-years-in-prison-for-drug-diversion-and-health-care-fraud/
2601,2601,Evansdale Nurse Sentenced To Federal Prison For Stealing Pain Medication From Elderly Nursing Home Resident In Waterloo,2023-01-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/evansdale-nurse-sentenced-to-federal-prison-for-stealing-pain-medication-from-elderly-nursing-home-resident-in-waterloo/
2602,2602,Doctor Sentenced For Role In Illegally Distributing 6.6 Million Opioid Pills And Submitting $250 Million In False Billings,2023-01-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-sentenced-for-role-in-illegally-distributing-66-million-opioid-pills-and-submitting-250-million-in-false-billings/
2604,2604,Woman Convicted For Billing Claims As Part Of $65 Million Pharmaceutical “Coupon” Fraud,2023-01-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/woman-convicted-for-billing-claims-as-part-of-65-million-pharmaceutical-coupon-fraud/
2607,2607,Alabama Medical Billing Company Pays $153K To Resolve False Claims Allegations,2023-01-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/alabama-medical-billing-company-pays-153k-to-resolve-false-claims-allegations/
2609,2609,Mitias to Pay $1.87 Million to Settle False Claims Act Allegations of Medicare and Medicaid Overbilling,2023-01-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mitias-to-pay-187-million-to-settle-false-claims-act-allegations-of-medicare-and-medicaid-overbilling/
2611,2611,Five Defendants Arrested For Stealing Millions From Government-Funded Childcare Programs For Low Income Families,2023-01-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/five-defendants-arrested-for-stealing-millions-from-government-funded-childcare-programs-for-low-income-families/
2612,2612,Former Doctor Convicted Of Illegal Distribution of Controlled Substances,2023-01-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-doctor-convicted-of-illegal-distribution-of-controlled-substances/
2614,2614,Former Co-Owner And Sales Manager Of Defunct Medical Testing Lab Sentenced To Prison,2023-01-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-co-owner-and-sales-manager-of-defunct-medical-testing-lab-sentenced-to-prison/
2617,2617,"Conyers Doctor Pays $1,850,000 To Resolve Allegations That She Performed And Billed For Medically Unnecessary Cataract Surgeries And Diagnostic Tests",2023-01-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/conyers-doctor-pays-1850000-to-resolve-allegations-that-she-performed-and-billed-for-medically-unnecessary-cataract-surgeries-and-diagnostic-tests/
2621,2621,Laboratory Owners And Executives Charged In Health Care Kickback Scheme,2023-01-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/laboratory-owners-and-executives-charged-in-health-care-kickback-scheme/
2625,2625,Long Island Medical Doctor Sentenced To 30 Months In Prison For Medicare Billing Fraud Scheme,2023-01-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/long-island-medical-doctor-sentenced-to-30-months-in-prison-for-medicare-billing-fraud-scheme/
2627,2627,"Jet Medical And Related Companies Agree To Pay More Than $700,000 To Resolve Medical Device Allegations",2023-01-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jet-medical-and-related-companies-agree-to-pay-more-than-700000-to-resolve-medical-device-allegations/
2628,2628,"Podiatrist Pays $90,000 To Settle False Billing Allegations",2023-01-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/podiatrist-pays-90000-to-settle-false-billing-allegations/
2635,2635,Advanced Bionics LLC to Pay Over $12 Million for Alleged False Claims for Cochlear Implant Processors,2022-12-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/advanced-bionics-llc-to-pay-over-12-million-for-alleged-false-claims-for-cochlear-implant-processors/
2636,2636,Cardiac Monitoring Companies to Pay More than $44.8 Million to Resolve False Claims Act Liability Relating to Services Performed by Offshore Technicians,2022-12-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cardiac-monitoring-companies-to-pay-more-than-448-million-to-resolve-false-claims-act-liability-relating-to-services-performed-by-offshore-technicians/
2644,2644,Youth Rehabilitation Center Agrees to Pay Over $3.4 Million to Resolve Allegations of False Claims Act Violations,2022-12-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/youth-rehabilitation-center-agrees-to-pay-over-34-million-to-resolve-allegations-of-false-claims-act-violations/
2647,2647,Connecticut Physician And Urgent Care Practice Pay Over $4.2 Million To Settle False Claims Act Allegations,2022-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-physician-and-urgent-care-practice-pay-over-42-million-to-settle-false-claims-act-allegations/
2648,2648,Ocenture LLC And Carelumina LLC Settle Allegations Of False Claims For Unnecessary Genetic Testing,2022-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ocenture-llc-and-carelumina-llc-settle-allegations-of-false-claims-for-unnecessary-genetic-testing/
2649,2649,Owner Of Durable Medical Equipment Companies Arrested For $17 Million Kickback Conspiracy,2022-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-durable-medical-equipment-companies-arrested-for-17-million-kickback-conspiracy/
2650,2650,Long Island Medical Doctor Charged With Illegally Distributing Oxycodone Pills,2022-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/long-island-medical-doctor-charged-with-illegally-distributing-oxycodone-pills/
2651,2651,Lab Owner Convicted In $463 Million Genetic Testing Scheme To Defraud Medicare,2022-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lab-owner-convicted-in-463-million-genetic-testing-scheme-to-defraud-medicare/
2652,2652,"Physician And Office Manager Agree To Pay Over $420,000 To Settle Kickback Allegations Involving New Jersey, Texas And South Carolina Laboratories",2022-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-and-office-manager-agree-to-pay-over-420000-to-settle-kickback-allegations-involving-new-jersey-texas-and-south-carolina-laboratories/
2654,2654,"Greenwich Psychologist Admits Defrauding Medicaid, Medicare And Private Insurers",2022-12-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/greenwich-psychologist-admits-defrauding-medicaid-medicare-and-private-insurers/
2655,2655,Pharmscript Of KS LLC Agrees To Pay $3 Million To Resolve Allegations That It Improperly Dispensed Controlled Substances At Long-Term Care Facilities,2022-12-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmscript-of-ks-llc-agrees-to-pay-3-million-to-resolve-allegations-that-it-improperly-dispensed-controlled-substances-at-long-term-care-facilities/
2656,2656,"United States Files False Claims Act Complaint Against Chiropractor, Modern Vascular Office-Based Labs And Modern Vascular Corporate Entities",2022-12-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-files-false-claims-act-complaint-against-chiropractor-modern-vascular-office-based-labs-and-modern-vascular-corporate-entities/
2659,2659,"Former VA Psychologist Charged With Submitting False Medical Documents To Employer, Obstruction Of Justice, Medicare Fraud",2022-12-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-va-psychologist-charged-with-submitting-false-medical-documents-to-employer-obstruction-of-justice-medicare-fraud/
2664,2664,Justice Department’s Antitrust Division And The Office Of The Inspector General Of The Department Of Health And Human Services Announce Partnership To Protect Health Care Markets,2022-12-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-departments-antitrust-division-and-the-office-of-the-inspector-general-of-the-department-of-health-and-human-services-announce-partnership-to-protect-health-care-markets/
2669,2669,Florida Man Charged With Conspiring To Pay Kickbacks And Commit Health Care Fraud In $64 Million Scheme,2022-12-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-charged-with-conspiring-to-pay-kickbacks-and-commit-health-care-fraud-in-64-million-scheme/
2670,2670,Two Individuals Arrested For Pharmacy Health Care Fraud Kickback Schemes,2022-12-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-individuals-arrested-for-pharmacy-health-care-fraud-kickback-schemes/
2671,2671,Former Sarasota Pain Doctor Sentenced In Health Care Fraud Kickback Conspiracy,2022-12-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-sarasota-pain-doctor-sentenced-in-health-care-fraud-kickback-conspiracy/
2672,2672,South Florida Woman Sentenced To 3 Years For Her Role In A Health Care Fraud Conspiracy,2022-12-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-florida-woman-sentenced-to-3-years-for-her-role-in-a-health-care-fraud-conspiracy/
2673,2673,Three Health Care Providers Agree To Pay $22.5 Million For Alleged False Claims To California’s Medicaid Program,2022-12-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-health-care-providers-agree-to-pay-225-million-for-alleged-false-claims-to-californias-medicaid-program/
2679,2679,"Opioid Abuse Treatment Facility To Pay $3.15 Million For Kickback Violations, Obstructing Federal Audit, And False Claims Submitted To Government Insurance Programs",2022-12-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/opioid-abuse-treatment-facility-to-pay-315-million-for-kickback-violations-obstructing-federal-audit-and-false-claims-submitted-to-government-insurance-programs/
2680,2680,"Dr. Victor Savinov Pays $50,000 To Resolve False Claims Act Allegations Relating To Unlawful Kickbacks",2022-12-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dr-victor-savinov-pays-50000-to-resolve-false-claims-act-allegations-relating-to-unlawful-kickbacks/
2685,2685,"Lenexa Man, Woman Indicted For $2.9 Million Medicare Fraud Conspiracy",2022-12-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lenexa-man-woman-indicted-for-29-million-medicare-fraud-conspiracy/
2686,2686,New York Diagnostic Testing Facility Owners Sentenced For Health Care Fraud Scheme,2022-12-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-york-diagnostic-testing-facility-owners-sentenced-for-health-care-fraud-scheme/
2687,2687,Former Montgomery Physician At The Center Of An Oxycodone Prescription Scheme Sentenced To Over 11 Years In Prison,2022-11-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-montgomery-physician-at-the-center-of-an-oxycodone-prescription-scheme-sentenced-to-over-11-years-in-prison/
2688,2688,Former Physician Sentenced For Second Health Care Fraud Conviction,2022-11-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-physician-sentenced-for-second-health-care-fraud-conviction/
2689,2689,Group Home Owners Sentenced In $1 Million Medicare Fraud Scheme,2022-11-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/group-home-owners-sentenced-in-1-million-medicare-fraud-scheme/
2697,2697,"Maryland Man Pleads Guilty To Defrauding Medicaid Of More Than $700,000 In Scheme Involving Personal Care Services",2022-11-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-man-pleads-guilty-to-defrauding-medicaid-of-more-than-700000-in-scheme-involving-personal-care-services/
2698,2698,Nashua Woman Pleads Guilty To Fraudulently Obtaining Food Stamps And Medicaid Benefits,2022-11-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nashua-woman-pleads-guilty-to-fraudulently-obtaining-food-stamps-and-medicaid-benefits/
2701,2701,"Ambulance Company Settles Allegations Of Billing Medicare For Unnecessary, Non-Emergency Ambulance Transportation",2022-11-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ambulance-company-settles-allegations-of-billing-medicare-for-unnecessary-non-emergency-ambulance-transportation/
2705,2705,Milwaukee Man Sentenced To Federal Prison For Conspiracy To Defraud Medicare And Medicaid,2022-11-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/milwaukee-man-sentenced-to-federal-prison-for-conspiracy-to-defraud-medicare-and-medicaid/
2706,2706,Seffner Man Pleads Guilty To Aggravated Identity Theft,2022-11-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/seffner-man-pleads-guilty-to-aggravated-identity-theft/
2709,2709,Silver Spring Dentist Sentenced To More Than Two Years In Federal Prison For Scheme To Fraudulently Obtain Medicaid Funds By Recruiting Medicaid Beneficiaries Through The Payment Of Kickbacks And Bribes,2022-11-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/silver-spring-dentist-sentenced-to-more-than-two-years-in-federal-prison-for-scheme-to-fraudulently-obtain-medicaid-funds-by-recruiting-medicaid-beneficiaries-through-the-payment-of-kickbacks-and-bribes/
2710,2710,Two Doctors And The Operators Of Three Pain Clinics Charged With $2.6 Million Illegal Opioid Distribution Conspiracy,2022-11-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-doctors-and-the-operators-of-three-pain-clinics-charged-with-26-million-illegal-opioid-distribution-conspiracy/
2711,2711,"Doctor Sentenced For Accepting Illegal Kickback Payments In Return For Writing Prescriptions For Compounded Drugs, Will Pay $3.1 Million In Civil Settlement",2022-11-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-sentenced-for-accepting-illegal-kickback-payments-in-return-for-writing-prescriptions-for-compounded-drugs-will-pay-31-million-in-civil-settlement/
2712,2712,Polk County Doctor Pleads Guilty To Receiving Kickbacks,2022-11-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/polk-county-doctor-pleads-guilty-to-receiving-kickbacks/
2713,2713,Miami Man Indicted For Laundering Millions In Health Care Fraud Proceeds,2022-11-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-man-indicted-for-laundering-millions-in-health-care-fraud-proceeds/
2714,2714,"O’fallon, IL, Man Sentenced To Ten Years In Federal Prison",2022-11-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ofallon-il-man-sentenced-to-ten-years-in-federal-prison/
2715,2715,"10 Charged In Business Email Compromise And Money Laundering Schemes Targeting Medicare, Medicaid, And Other Victims",2022-11-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/10-charged-in-business-email-compromise-and-money-laundering-schemes-targeting-medicare-medicaid-and-other-victims/
2716,2716,Unlicensed Medical Assistant Convicted In $6 Million Fraud Conspiracy,2022-11-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/unlicensed-medical-assistant-convicted-in-6-million-fraud-conspiracy/
2718,2718,Man Convicted For Health Care Fraud And Prescription Drug Diversion Scheme,2022-11-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-convicted-for-health-care-fraud-and-prescription-drug-diversion-scheme/
2719,2719,Chesterfield Psychiatrist Admits Conspiracy Linked To Health Care Fraud,2022-11-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chesterfield-psychiatrist-admits-conspiracy-linked-to-health-care-fraud/
2722,2722,Florida Birth-Related Neurological Injury Compensation Plan And Association To Pay $51 Million To Resolve False Claims Act Allegations,2022-11-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/-florida-birth-related-neurological-injury-compensation-plan-and-association-to-pay-51-million-to-resolve-false-claims-act-allegations/
2725,2725,Physician And Medical Office To Pay Over $2.6 Million To Settle False Claims Act And Kickback Allegations,2022-11-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-and-medical-office-to-pay-over-26-million-to-settle-false-claims-act-and-kickback-allegations/
2726,2726,"KC Pediatrician Pleads Guilty To $300,000 Medicare Fraud",2022-11-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kc-pediatrician-pleads-guilty-to-300000-medicare-fraud/
2731,2731,Bloomington Man’s Guilty Plea Marks 16th Felony Conviction In Two Medicaid Fraud Conspiracies That Totaled Over $5.4 Million In Fraudulent Billing,2022-11-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bloomington-mans-guilty-plea-marks-16th-felony-conviction-in-two-medicaid-fraud-conspiracies-that-totaled-over-54-million-in-fraudulent-billing/
2734,2734,Plymouth Woman Pleads Guilty For Her Role In $250 Million Scheme To Defraud The Federal Child Nutrition Program And Separate $4 Million Medicaid Fraud Scheme,2022-11-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/plymouth-woman-pleads-guilty-for-her-role-in-250-million-scheme-to-defraud-the-federal-child-nutrition-program-and-separate-4-million-medicaid-fraud-scheme/
2735,2735,Doctor Convicted At Trial Of Illegally Distributing Oxycodone From Midtown Manhattan Practice,2022-11-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-at-trial-of-illegally-distributing-oxycodone-from-midtown-manhattan-practice/
2736,2736,Former Pain Management Doctor Pleads Guilty To Health Care Fraud,2022-11-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-pain-management-doctor-pleads-guilty-to-health-care-fraud/
2739,2739,Stratford Doctor Pleads Guilty To Health Care Fraud And Illegal Kickback Offenses,2022-11-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/stratford-doctor-pleads-guilty-to-health-care-fraud-and-illegal-kickback-offenses/
2740,2740,U.S. Attorney’s Office Secures FCA Judgment Of Over $15 Million Against Chiropractor In National P-Stim Insurance Coding Scheme,2022-11-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorneys-office-secures-fca-judgment-of-over-15-million-against-chiropractor-in-national-p-stim-insurance-coding-scheme/
2744,2744,Woman Sentenced To 3 Years In Federal Prison For Health Care Fraud Schemes,2022-11-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/woman-sentenced-to-3-years-in-federal-prison-for-health-care-fraud-schemes/
2745,2745,"Federal Jury Finds Maple Grove Man Guilty Of Wire Fraud, Aggravated Identity Theft In $1.4 Million Medicaid Fraud Conspiracy",2022-11-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-jury-finds-maple-grove-man-guilty-of-wire-fraud-aggravated-identity-theft-in-14-million-medicaid-fraud-conspiracy/
2746,2746,Hudson Physician And Ohio Pharmaceutical Rep Plead Guilty To Roles In Prescription Drug Kickback Conspiracy,2022-11-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hudson-physician-and-ohio-pharmaceutical-rep-plead-guilty-to-roles-in-prescription-drug-kickback-conspiracy/
2747,2747,Modernizing Medicine Agrees To Pay $45 Million To Resolve Allegations Of Accepting And Paying Illegal Kickbacks And Causing False Claims,2022-11-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/modernizing-medicine-agrees-to-pay-45-million-to-resolve-allegations-of-accepting-and-paying-illegal-kickbacks-and-causing-false-claims/
2751,2751,Home Health Manager Sent To Prison For $21M Medicare Fraud Scheme,2022-10-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-manager-sent-to-prison-for-21m-medicare-fraud-scheme/
2753,2753,Texarkana Physician Found Guilty Of Prescribing A Controlled Substance Without A Legitimate Medical Purpose,2022-10-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/texarkana-physician-found-guilty-of-prescribing-a-controlled-substance-without-a-legitimate-medical-purpose/
2755,2755,"Columbus Pain Medicine Practice Agrees To Pay $1 Million To Resolve Violations Under The Controlled Substances Act, False Claims Act",2022-10-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/columbus-pain-medicine-practice-agrees-to-pay-1-million-to-resolve-violations-under-the-controlled-substances-act-false-claims-act/
2756,2756,Office Manager For Chicago Medical Practice Sentenced To A Year In Federal Prison For Fraudulently Writing Opioid Prescriptions,2022-10-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/office-manager-for-chicago-medical-practice-sentenced-to-a-year-in-federal-prison-for-fraudulently-writing-opioid-prescriptions/
2757,2757,Lavaca Man Pleads Guilty To Conspiracy To Commit Health Care Fraud And Money Laundering,2022-10-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lavaca-man-pleads-guilty-to-conspiracy-to-commit-health-care-fraud-and-money-laundering/
2759,2759,"Oswego Hospital Agrees To Pay $98,694.36 For Improper Medicare And Medicaid Billing",2022-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/oswego-hospital-agrees-to-pay-9869436-for-improper-medicare-and-medicaid-billing/
2760,2760,Criminal Division Announces First Arrest And Charges By The New England Prescription Opioid Strike Force,2022-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/criminal-division-announces-first-arrest-and-charges-by-the-new-england-prescription-opioid-strike-force/
2762,2762,Owner Of Toledo Area Medical Transportation Service Found Guilty Of Healthcare Fraud,2022-10-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-toledo-area-medical-transportation-service-found-guilty-of-healthcare-fraud/
2763,2763,Doctor Pleads Guilty To Role In $54 Million Medicare Fraud Scheme,2022-10-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-pleads-guilty-to-role-in-54-million-medicare-fraud-scheme/
2765,2765,Former Raleigh Investment Advisor Found Guilty In Healthcare Fraud That Targeted The Elderly And Disabled,2022-10-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-raleigh-investment-advisor-found-guilty-in-healthcare-fraud-that-targeted-the-elderly-and-disabled/
2766,2766,Central New York Doctor Settles Improper Billing And Controlled Substance Act Claims,2022-10-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/central-new-york-doctor-settles-improper-billing-and-controlled-substance-act-claims/
2769,2769,Florida Man Pleads Guilty For His Role In International Health Care Fraud Scheme,2022-10-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-pleads-guilty-for-his-role-in-international-health-care-fraud-scheme/
2770,2770,Psychologist Convicted Of Health Care Fraud Scheme,2022-10-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/psychologist-convicted-of-health-care-fraud-scheme/
2772,2772,Nurse Practitioner Admits To Perpetrating $4.37 Million Health Care Fraud Scheme; Will Forfeit The Profits Of His Fraud,2022-10-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-practitioner-admits-to-perpetrating-437-million-health-care-fraud-scheme-will-forfeit-the-profits-of-his-fraud/
2773,2773,"Doctor Pays $720,000 And Agrees To 15 Year Exclusion From Federal Health Care Programs For Violating The False Claims Act",2022-10-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-pays-720000-and-agrees-to-15-year-exclusion-from-federal-health-care-programs-for-violating-the-false-claims-act/
2775,2775,Doctor Sentenced for Accepting Illegal Kickback Payment in Return for Writing Prescriptions for Compounded Drugs,2022-10-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-sentenced-for-accepting-illegal-kickback-payment-in-return-for-writing-prescriptions-for-compounded-drugs/
2776,2776,Oklahoma City Home Health Company And Two Former Corporate Officers Agree To Pay $22.9 Million To Settle Federal False Claims Act And Kickback Allegations Arising From Improper Payments To Referring Physicians,2022-10-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/oklahoma-city-home-health-company-and-two-former-corporate-officers-agree-to-pay-229-million-to-settle-federal-false-claims-act-and-kickback-allegations-arising-from-improper-payments-to-referring-physicians/
2777,2777,Carter Healthcare Affiliates And Two Senior Managers To Pay $7.175 Million To Resolve False Claims Act Allegations For False Florida Home Health Billings,2022-10-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/carter-healthcare-affiliates-and-two-senior-managers-to-pay-7175-million-to-resolve-false-claims-act-allegations-for-false-florida-home-health-billings/
2778,2778,Sutter Health Agrees To Pay $13 Million To Settle False Claims Act Allegations Of Improper Billing For Lab Tests,2022-10-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sutter-health-agrees-to-pay-13-million-to-settle-false-claims-act-allegations-of-improper-billing-for-lab-tests/
2779,2779,United States Files Civil Fraud Lawsuit Against Cigna For Artificially Inflating Its Medicare Advantage Payments,2022-10-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-files-civil-fraud-lawsuit-against-cigna-for-artificially-inflating-its-medicare-advantage-payments/
2780,2780,Pharmacist Convicted For Health Care Fraud And Black-Market Prescription Drug Diversion Scheme,2022-10-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-convicted-for-health-care-fraud-and-black-market-prescription-drug-diversion-scheme/
2783,2783,"Eight Defendants, Including A Brooklyn Medical Doctor, And Three Pharmacists, Charged With Illegally Distributing More Than 1.2 Million Oxycodone Pills",2022-10-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/eight-defendants-including-a-brooklyn-medical-doctor-and-three-pharmacists-charged-with-illegally-distributing-more-than-12-million-oxycodone-pills/
2784,2784,DermaTran And Three Other Pharmacies Pay Over $6.8 Million To Settle Civil Claims,2022-10-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dermatran-and-three-other-pharmacies-pay-over-68-million-to-settle-civil-claims/
2785,2785,Durable Medical Equipment Company Owner Sentenced for Health Care Fraud,2022-10-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/durable-medical-equipment-company-owner-sentenced-for-health-care-fraud/
2786,2786,New Orleans Woman Pleads Guilty To Health Care Fraud,2022-10-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-orleans-woman-pleads-guilty-to-health-care-fraud/
2787,2787,"Kennewick Man Pleads Guilty To Conspiracy To Obstruct An Official Proceeding, Lying To The FBI, And For His Role In A Staged Accident Scheme",2022-10-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kennewick-man-pleads-guilty-to-conspiracy-to-obstruct-an-official-proceeding-lying-to-the-fbi-and-for-his-role-in-a-staged-accident-scheme/
2791,2791,Foreign Medical Student Found Guilty In Home Health Fraud Scheme,2022-10-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/foreign-medical-student-found-guilty-in-home-health-fraud-scheme/
2792,2792,"Pediatric Dentist and Affiliated Practices to Pay Over $750,000 to Resolve False Claims Act Allegations",2022-10-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pediatric-dentist-and-affiliated-practices-to-pay-over-750000-to-resolve-false-claims-act-allegations/
2793,2793,"Jackson Man Sentenced to 30 Months, Ordered to Repay $7.5 million For Health Care Fraud Scheme",2022-10-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jackson-man-sentenced-to-30-months-ordered-to-repay-75-million-for-health-care-fraud-scheme/
2794,2794,Red Springs Pharmacy Owner Pleads Guilty in Healthcare Fraud Scheme,2022-10-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/red-springs-pharmacy-owner-pleads-guilty-in-healthcare-fraud-scheme/
2795,2795,"Jacksonville Health Care Provider Physicians Group Services Agrees To Pay $700,000 To Resolve Civil Healthcare Fraud Allegations",2022-10-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jacksonville-health-care-provider-physicians-group-services-agrees-to-pay-700000-to-resolve-civil-healthcare-fraud-allegations/
